pid	qid1	qid2	question1	question2	is_duplicate
540	1024	1025	Hola, cancelé mi pedido. ¿Cuánto tiempo me lleva recuperar mi dinero?	¿Cuánto tiempo lleva recibir mi pedido?	0
542	1028	1029	¿¿¿¿¿Hay alguien ahi?????	¿ayudas a alguien?	1
544	1031	817	Quiero una disputa amorosa abierta, pero no puedo	Mi transacción se completó pero quiero abrir la disputa	0
546	1034	1035	este es mi ID de pedido	Quiero cambiar mi nombre ID	0
548	1038	1039	Mi cuenta está rota	cerrar mi cuenta	0
550	1042	1043	después de la cantidad de días que recibí mi producto mi país es Pakistán obtuve mi número de rastreo 2 días antes	¿Pago antes o después de recibir mi mercancía?	0
552	567	813	la retroalimentación no se muestra	¿Por qué el pedido no se muestra en mi cuenta?	0
554	1046	1047	¿Cómo puedo cambiar mi dirección de facturación?	¿Cómo puedo cambiar mi nombre?	0
556	1050	1051	No puedo hacer una cuenta y quiero rastrear un paquete	Quiero rastrear un pedido	1
558	325	1053	Presenté mi apelación hace 4 días y no tuve ninguna respuesta	Cancelé esta orden hace algunas semanas, pero aún no he recibido ningún reembolso.	0
560	1056	1057	Cuantos años tienes	¿Dónde puedo encontrar mensajes antiguos del vendedor?	0
562	1059	863	¿Cómo obtengo el número de pedido?	como obtengo PI	0
564	1062	1063	sin embargo, traté de comprar la misma impresora y pagué con la misma tarjeta de crédito, pero no funciona.	¿Puedo comprar 2 productos de diferentes vendedores en el mismo envío?	0
566	1065	797	No sé inglés	¿Cómo puedes no saber?	0
568	1068	1069	¿Por qué los puntos de recompensa están bajando?	Compartí con amigos, pero ¿por qué no dar puntos?	0
570	353	1071	Si su pedido muestra 'Pedido cancelado', significa	he cancelado el pedido y se muestra En espera de cancelación	0
572	227	1073	Trato el reembolso y devuelvo el producto. El menú es demasiado caro y envío productos a China. ¿Quién soporta el costo del transporte de bienes?	Quiero enviar un producto a China	0
574	854	1063	Quiero comprar varios artículos de un vendedor, pero después de comprar más que el sistema me cobra por el envío, el vendedor ajustará el precio, pero mi sistema no me permite hacerlo porque no puedo ordenar el artículo y pagarlo más tarde. ayuda	¿Puedo comprar 2 productos de diferentes vendedores en el mismo envío?	0
576	910	1075	Quiero cancelar el pedido	Deseo cancelar mi pedido pero la opción de cancelar pedido ya no está disponible	0
578	1078	1079	No recibí mi reembolso todavía	No he recibido mi artículo. ¿Cómo obtengo un reembolso?	0
580	816	1081	cómo abrir disputa para pedidos completados	¿Cómo abrir una disputa si mi orden ha sido completada?	1
582	1084	1085	Mi sistema va directamente a pagar	No puedo pagar mi pedido con mi tarjeta.	0
584	1088	1089	Hola, todavía no estoy rastreando un paquete para uno de mis pedidos	He enviado dinero a una cuenta bancaria CITIBANK N. A. SINGAPORE BRANCH.	0
586	1092	1093	Quiero quejarme	¿Cómo presento una queja?	1
588	1095	98	Estoy pidiendo combinar órdenes de pago	¿Cuándo recibiré mis pedidos?	0
590	1098	1099	abrí una disputa y el vendedor me está acechando	El vendedor me dijo que podía reabrir la disputa	0
592	1102	1103	¿Puedes decirme cuándo se entregarán mis pedidos?	Mi orden ha sido cancelada ¿Puedes decirme porque?	0
594	519	1105	No puedo ver el orden en mi auto	No puedo ver el orden que pagué	1
596	1108	1109	voy a visitar China	¿Por qué no puedo elegir China?	0
598	1112	1113	no guardar tarjeta	¿Cómo puedo salvar a los vendedores?	0
600	964	1115	¿Cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico?	Quiero cambiar mi dirección de correo electrónico porque la anterior fue pirateada, ¿cómo puedo hacer?	0
602	1118	1119	cómo agregar los puntos de recompensa	¿Cómo agrego artículos al carrito de compras?	0
604	1122	1123	solo tengo un cajero automático para mi pago, por favor déjame saber la solución	Traté de hacer el pago con tarjeta, pero no me dejó	0
606	1126	1127	Quiero cambiar mi contraseña	No pude cambiar mi contraseña.	0
608	1130	1131	No se ha podido cargar la imagen en la disputa	No puedo cargar el archivo adjunto	1
610	1134	1135	cómo agregar evidencia a disputa?	¿Cómo presento evidencia para respaldar mi reclamo?	1
612	1138	1139	¿Cómo voy a la atención al cliente?	¿Cómo cuidar mi bolso?	0
614	1142	1143	eres capaz de ayudarme?	usted no me puede ayudar	0
616	1146	1147	¡Hola! Estoy a punto de limpiar un poco mi lista de pedidos, sin embargo, no pude eliminar uno de mis pedidos anteriores.	Quiero limpiar todo mi pedido	1
618	1150	1151	Sí, pero el vendedor no responde	El vendedor no me responde	1
620	1154	1155	Hola, ¿dónde puedo cambiar mi dirección de envío?	mi mensajero cambia la dirección de envío	0
622	938	1157	Quiero apelar tu juicio.	Quiero hacer un pago por sus artículos.	0
624	1160	1161	Me pregunto cuándo recibí mi pedido	¿Cuándo recibiré mi pedido?	1
626	1164	1165	Alrededor de un mes más o menos me pidieron que proporcionara documentos de validación. Envié todos los documentos que solicitó. No han pasado dos meses y me piden que los envíe nuevamente. ¿Qué diablos? ¿Por qué?	quiero follarte	0
628	1168	1169	¿Es cierto que tengo que cancelar la disputa antes de que puedan procesar un reembolso?	¿Cómo puedo contactarme con el vendedor antes de la compra?	0
630	1172	1173	Mi disputa ha terminado, y ahora se acabó, ¿y ahora?	¿Dónde está mi artículo ahora?	0
632	1176	1177	usted es una computadora?	hace esto automáticamente la respuesta de la computadora	1
634	1180	1181	Quería saber si usar otra tarjeta de crédito en la misma cuenta traerá problemas para realizar pagos	¿Puedo hacer pagos con tarjeta de crédito?	0
636	1184	1185	así que, respóndeme"!"/!/"	entonces nadie me ayuda	0
638	1188	1189	un enlace debe abrirse en mi navegador pero está roto y no hace nada a pesar de que la pequeña "mano" aparece al pasar el cursor sobre	¿Por qué no ocurre nada cuando haces clic en el botón?	0
640	1192	1193	puedo vender?	Solo necesito un artículo, pero el proveedor lo vende en lote	0
642	1196	1197	¿Puedo llamar al servicio al cliente?	¿Puede el servicio al cliente llamarme?	1
644	1199	498	quieres saber cómo agregar detalles del pasaporte	¿Cómo sabes el precio?	0
646	1202	1203	mira por mí	¿Miras noticias?	0
648	765	1205	por favor, alguien que sepa español, me resulta difícil escribir y traducir y luego traducir lo que me escribe	Necesito hablar con alguien por favor	0
650	1208	1209	cómo editar la cuenta	¿Cómo edito la disputa escalada?	0
652	1212	1213	es menos de 20	El monto de mi reembolso es menor	0
654	1216	1217	¿Cómo puedo pagar mi compra?	¿Cómo puedo obtener mi historial de compras?	0
656	1164	1219	Alrededor de un mes más o menos me pidieron que proporcionara documentos de validación. Envié todos los documentos que solicitó. No han pasado dos meses y me piden que los envíe nuevamente. ¿Qué diablos? ¿Por qué?	Pagué mi pedido y me piden que lo vuelva a pagar, ¿qué debo hacer?	0
658	1222	1223	¿Dónde puedo encontrar el icono de iDeal? no puedo encontrarlo por ninguna parte	¿Puedo pagar con iDeal?	1
660	1226	1227	Dios mío, ¿sigo perdiendo la conversación?	Sigo tratando de pagar, pero lo rechaza	0
662	1230	1231	Hola, necesito tu ayuda Me gustaría abrir una disputa, pero el pedido ha finalizado y han transcurrido más de 15 días desde la confirmación del recibo, por lo que no es posible abrir una disputa. ¿Todavía es posible abrir disputa por la razón de que el artículo no sea wo	No puedo abrir una disputa. Necesito tu ayuda.	1
664	1234	1235	¿Cómo puedo poner la tienda en la lista negra?	Quiero saber si este vestido se puede hacer en negro y rojo	0
666	1238	1239	mi orden dice que los corrales de tinta no están disponibles, ya pagué	Ya pagué mi orde, pero el estado del pedido no ha cambiado	0
668	1242	1243	no, no puedo pedir nada	No pedí nada. ¿Que puedo hacer?	0
670	930	1245	Hice una compra. No se procesó, por lo que los fondos se reembolsan. Pero me gustaría utilizar esos mismos fondos para otra compra sin tener que enviarlos de vuelta a mi banco, ya que he sobregirado la cuenta del mes. ¿Es posible mantener el f	Me gustaría un catálogo de los artículos para comprar en su sitio web	0
672	1248	1249	el vendedor no respondió	He hecho una oferta pero no he recibido ninguna respuesta de los proveedores.	1
674	1252	1253	cómo verificar la protección del comprador	¿Cómo pago de manera segura sin la Protección del comprador?	0
676	1256	1257	Mis contactos están bien	Está bien, no hay problema	0
678	1260	1261	estado de reembolso sin resolver	¿Por qué el estado muestra nulo?	0
680	1264	1265	Debido a que mi orden nunca se detiene, siempre se paga de forma instantánea	Mis artículos nunca llegaron	1
682	1268	1269	Quiero saber el estado de mi pago de reembolso	Quiero saber si puedo hacer mi pago con American Express	0
684	1272	1273	¿Puedo hablar contigo en francés?	¿Habla usted francés?	1
686	1276	1277	¿Dónde encuentro configuraciones para administrar tarjetas de pago?	¿Cómo realizo un pago con 2 tarjetas de crédito?	0
688	830	1279	hacer un pedido?	¿Por qué no puedo hacer un pedido?	0
690	1281	1143	Hola. Tengo problemas para hacer un pedido. ¿Me pueden ayudar a descubrir qué está mal con su sistema?	usted no me puede ayudar	0
692	1284	1285	soy un problema con mi orden	Tengo un problema al pedir un producto.	0
694	1288	1289	¿Dónde está el cupón?	¿Dónde están ubicados?	0
696	1292	1293	el vendedor no me responde	el vendedor no me respondió sobre el reembolso, ¿qué puedo hacer?	0
698	1296	1297	podrías rastrear el estado de la orden	¿Puedes ayudarme a rastrear mi pedido?	0
700	1300	1301	Llené el formulario de apelación pero no puedo enviarlo	¿Cómo puedo desconectar mi cuenta?	0
702	1304	1305	Qué estás haciendo	¿Que estas haciendo ahora?	1
704	1308	1309	he cancelado por error mi pedido después de realizado el pago. Pero quiero que mi orden esté hecha. ¿Que puedo hacer?	¿Cuándo recibiré mi reembolso después de que se cancela la orden?	0
706	1312	1313	agregar videos en disputa	¿Cómo agregar videos en mi disputa?	1
708	1316	1317	Devoluciones y reembolsos	¿Cómo recibo reembolsos si mi tarjeta de crédito se cambia?	0
710	1320	1321	cómo eliminar mi tarjeta	¿Cómo borro mi cuenta?	0
712	941	1323	El botón de servicio en línea no está activado	¿Es este chat en línea?	0
714	1001	1325	¿Cómo intercambiar puntos por cupón?	¿Cómo cambio el artículo por el tamaño correcto?	0
716	1328	1329	Mi pedido es muy tarde y el vendedor no responde mis mensajes	¿Dónde están mis mensajes?	0
718	1332	1333	disputa abierta pero el vendedor se niega a devolver	El vendedor se niega a enviar mi pedido	0
720	1336	1337	¿tienes una solución para eso?	¿Tienes dropshipping?	0
722	1340	1341	¿Cómo extiendo la protección del comprador?	¿tienes protección del comprador?	0
724	1344	1345	Tengo una pregunta sobre Nuevo mini USB Negro Wifi Adaptador Pocket Red enrutador inalámbrico 2nd Soft AP Portable	Tengo una pregunta para ti	0
726	1348	1349	No puedo pagar con mi Mastercard.	¿Cómo pago con una tarjeta maestra?	0
728	1352	1353	cómo usar la transferencia bancaria?	¿Cómo pago con transferencia bancaria?	1
730	1356	1357	subir video evidencia	No puedo subir archivos adjuntos.	0
732	1360	1361	Póngase en contacto con su distribuidor en su nombre Yvone Lee	El nombre de su cuenta o contraseña es incorrecta	0
734	1364	1365	con respecto a mi orden	Hice el pago, pero no recibí ningún correo electrónico con respecto al pago.	0
736	1368	1369	cancelar orden después del pago cuando recibo un reembolso?	Después de que el proveedor acordó cancelar el pedido, ¿cuánto tiempo me tomará obtener el reembolso completo?	1
738	1372	1373	¿PUEDE HABLAR EN ESPAÑOL?	Puedes hablar	1
740	1376	1377	no puedo encontrarlo	¿Bien. Gracias y tú?	0
742	1380	1381	no pago porque	No lo sé	0
744	1384	1385	Cuando abro una disputa, dice Order empty	¿Cómo abro la disputa con una orden finalizada?	0
746	1388	1389	páginas de lista de pedidos	¿Qué es una lista de deseos?	0
748	1392	1393	Hubo un problema con un pedido que recibí, así que envié a la tienda 4 mensajes sobre el problema que comenzaron el jueves pasado. No he recibido noticias de ellos todavía. ¿Eso es normal?	Tengo un problema con esta orden	0
750	1396	1397	reclamo posterior a la venta	¿Puedo vender cosas?	1
752	693	1399	¿Por qué sigues publicándome? "¡¡¡Caliente !!! Encendedor de cigarrillos sin llama recargable USB electrónico No hay gadgets de gas de color blanco" etc. que todos dicen "no se puede entregar a Finlandia" ¿Por qué no se puede enviar a Finlandia?	Necesito saber cuándo mi pedido me fue entregado	0
754	1402	1403	Escalar el juicio de AE	¿Cómo puedo escalar una disputa?	1
756	1406	1407	cómo usar paypal	¿Por qué no puedo usar PayPal?	1
758	231	1409	quiero ser vendedor	quiero hablar con el vendedor	0
760	1412	1413	detalles de la tarjeta de crédito	¿Funcionará la tarjeta de crédito Visa Master?	0
762	1416	1417	Aun no ha sido enviado	Si mi pedido fue enviado?	0
764	1420	1421	buenas noches tuve un problema con mi tarjeta de crédito y se devolvió el dinero que estaba en la autorización. ¿Recibió mi pago?	He devuelto mi artículo	0
766	1424	1425	Yo uso facturas.	usan Skype?	0
768	1428	1429	Por qué el dinero no está regresando	¿Por qué no tengo mi dinero hasta ahora?	0
770	1432	1433	Creo que ordené dos veces. Necesito cancelar uno de los pedidos	Creo que es tu culpa	0
772	1436	1437	lo que es confirmar los bienes recibidos	No encuentro el botón Confirmar pedido recibido "	0
774	1440	1441	pero quiero responder a los diez mejores artículos por favor díganme: necesito los diez artículos que se vendieron en 2017 ir al infierno	Quiero reordenar algunos artículos.	0
776	1444	1445	cómo dejar comentarios	¿Cómo doy retroalimentación?	1
778	820	1447	agregando una tarjeta de crédito	Tipos de tarjetas de crédito compatibles	0
780	1450	1451	Problema no resuelto	Tengo una disputa y no se soluciona	0
782	1454	1455	Abrí una orden y el producto se acabó	Ya abrí una disputa	1
