pid	qid1	qid2	question1	question2	is_duplicate
755	1404	1405	how to use paypal	Why I cannot use PayPal?	1
757	229	1408	i want to be seller	i want to speak with the seller	0
759	1410	1411	credit card details	Will visa master credit card work	0
761	1414	1415	Not yet shipped	Whether my order was shipped?	0
763	1418	1419	good evening I had a problem with my credit card and the money that was in authorization was returned, have you received my payment?	I have returned my item	0
765	1422	1423	Ich use invoices.	do they use skype?	0
767	1426	1427	Why the money is not returning	Why I do not have my money so far?	0
769	1430	1431	I think I double ordered. I need to cancel one of the orders	I think it is your fault.	0
771	1434	1435	what is confirm goods received	I can not find the button Confirm Order Received"	0
773	1438	1439	but i want answer top ten items please tell me:I need top ten items wich sold in 2017 go to hell	I want to reorder some items.	0
775	1442	1443	how to leave feedback	How do I give feedback?	1
777	818	1446	adding a credit card	Supported credit card types	0
779	1448	1449	Problem not solved.	I have a dispute and it is not getting solved	0
781	1452	1453	I opened an order and the product ran out	i already opened a dispute	1
783	1456	1457	i can't buy my order	I can't submit evidence to my case	0
785	1460	1461	how do I change password	How do I change feedback?	0
787	1464	1465	how to find the seller's store	How can I find a store?	1
789	1468	1469	I can't log in,i forgot my password and I can't find the verification code in my email,I tried a few ties already	I tried to make a mobile payment, but didn’t receive the verification code.	0
791	1472	1133	How do i add evidence	How do I provide evidence to support my claim?	1
793	794	1474	i don't know where to find my barcode	I don't know.	0
795	1476	1477	I pressed. Click the Confirm Order Receipt button. Before the Order is sent.	I mistakenly pressed the button order is finalized	1
797	1480	1481	Why my package is blocking the original country?	the package i ordered says it was delivered to another country	0
799	487	1484	if my order product place in europe, and i want at it come to finland. Must i pay tax	Will I have to pay tax	1
801	1486	1487	I need contact with a real person	an i talk to a real person	1
803	1490	1491	how to send image	how to send proof of identity	0
805	1494	1495	always refunding progress	The seller is always offline and is not answering to my messages	0
807	1498	725	did you understand my problem? yes or no	Eva did you understand my question	1
809	1500	1501	How to leave feedback in seller store	How can I leave poor rating for seller?	1
811	1504	1505	I just read that you have rejected my appeal!	I have opened dispute for my order, but the supplier has rejected by refund request	0
813	1508	1509	Eva, I have not received shipping and tracking info on my order. I also have messaged the seller 2 times within the last few days and have not received a reply.	I have few questions	0
815	1512	1513	i cannot pay for my item	I cannot pay for my order	1
817	1516	1517	why I cannot upload photo in my dispute	Why I cannot upload photo?	1
819	1520	1521	Hi!I have ordered an item and the amount was charged twice	I got charged twice. What can I do?	1
821	1524	1525	Should I order a product from Germany delivered to Finland, do I have to pay my taxes and taxes?	Will I pay taxes over my purchase?	1
823	1528	1529	add additional feedback	Please add an invoice.	0
825	57	1532	how do I report a fraud seller	How do I report abuse to feedback?	0
827	1534	1535	I still not hear Anything about mij contact we have before	What happens on my dispute as I still do not have refund	0
829	1294	1538	could you track the status of order	Could you please call	0
831	1540	1541	how do I cancel order	How do I cancel my order?	1
833	1544	1545	I am trying to buy an item with a $50 store promo coupon but when i go to pay it says i do not have any coupons although i clicked on the coupon mutiple time	I am trying to place an order, but when I click Buy Now button nothing happen	0
835	1504	1548	I just read that you have rejected my appeal!	I have just joined and have not received my confirmation email.	0
837	1550	1551	how to add video to dispute?	How to add product to Wish List	0
839	1554	1555	Can not pay in cash?	Can I pay for your order with cash?	1
841	1558	1559	order long time?	How long is processing time?	0
843	1562	1278	I want to place an order but I cannot	Why I cannot place order?	1
845	1564	1565	Hello, since yesterday I can not pay my card. Everything in the bank is all right.	i want to pay with my bank card	0
847	1568	1569	the order is under the wrong email	My order was frozen after the order verification, related seller is under investigation.	0
849	1082	1572	My system goes straight to pay	I paid one time but money goes like I paid two times	0
851	1574	1575	I get received my products but i have paid for the products	I have ordered products but i did not received my order	1
853	1578	1579	I want to speak with the worker	i want to speak to a live person	1
855	1582	1583	So how can I do that	I do not have visa card so how can I buy?	0
857	1586	1587	How do I get a coupon back	How do I get a coupon for a discount of $25?	0
859	1590	1591	I DON'T GET MY ORDER	i did not get my order	1
861	759	1594	my name is Bill	Do you know my name?	0
863	1596	1597	i cant login my account	I have login problem	1
865	1600	1601	and have not received the item yet	I have received the order but item is not working	0
867	1604	1605	Verify email address	I have waited too long to verify my email address can you send a new one to me	0
869	1608	1609	how to change to password?	How can I get my password back?	1
871	1612	1613	EVA I WANT TO TALK TO HUMAN	I want to talk to an employee	1
873	1616	1617	where is my items? I have not received my order yet	I have not received a partial refund of my order	0
875	1620	1621	i have a appeal in process	i have done that	0
